scheme_code,scheme_name,fund_house,category,latest_nav_date,latest_nav,latest_date,return_1y,return_3y,return_5y,volatility,score_1y,score_3y,score_5y,score
120403,Invesco India Midcap Fund - Direct Plan - Growth Option,Invesco Mutual Fund,mid_cap,2026-08-28,245.07,2026-08-28,14.326366859488694,25.717403348721724,21.66790416530848,16.10932497947056,77.77777777777779,97.82608695652173,97.5,91.71376811594203
120381,ICICI Prudential Mid Cap Fund - Direct Plan -  Growth,ICICI Prudential Mutual Fund,mid_cap,2026-08-28,399.3,2026-08-28,22.237188514051297,24.37682741647864,19.63979085972163,16.98241067698558,98.14814814814815,93.47826086956522,82.5,91.58574879227052
147704,Motilal Oswal Large and Midcap Fund - Direct Plan Growth,Motilal Oswal Mutual Fund,mid_cap,2026-08-28,41.7091,2026-08-28,17.605377650830523,24.150560082254515,20.405490096344693,19.403300632531128,90.74074074074075,91.30434782608695,90.0,90.74396135265701
140228,Edelweiss Mid Cap Fund - Direct Plan - Growth Option,Edelweiss Mutual Fund,mid_cap,2026-08-28,131.382,2026-08-28,13.51967857605738,23.037521973091437,20.56446586038687,17.16997104757844,74.07407407407408,89.13043478260869,92.5,85.6243961352657
142110,Mahindra Manulife Mid Cap Fund - Direct Plan -Growth,Mahindra Manulife Mutual Fund,mid_cap,2026-08-28,42.7532,2026-08-28,17.677886745920123,21.015993160211522,20.129419596318176,16.909524598798,92.5925925925926,78.26086956521739,87.5,85.33212560386474
148733,ITI Mid Cap Fund - Direct Plan - Growth Option,ITI Mutual Fund,mid_cap,2026-08-28,26.4687,2026-08-28,18.574615632727664,22.820811340799697,18.253982063044425,16.34328561639635,94.44444444444444,86.95652173913044,67.5,83.36594202898551
120357,Invesco India Large & Mid Cap Fund - Direct Plan - Growth,Invesco Mutual Fund,mid_cap,2026-08-28,133.7,2026-08-28,13.017751479289942,24.525448908707247,18.821079099972728,15.832269571692938,66.66666666666666,95.65217391304348,77.5,81.51086956521739
118668,Nippon India Growth Mid Cap Fund - Direct Plan Growth Plan - Growth Option,Nippon India Mutual Fund,mid_cap,2026-08-28,5045.8416,2026-08-28,13.21842865254823,20.798542525860285,20.0539839815562,16.786299427297216,70.37037037037037,76.08695652173914,85.0,77.04589371980677
119581,Sundaram Mid Cap Fund Direct Plan - Growth,Sundaram Mutual Fund,mid_cap,2026-08-28,1685.0337,2026-08-28,13.08954801662685,21.058005301494997,18.973609565532247,16.48031881137098,68.51851851851852,80.43478260869566,80.0,76.72946859903382
118989,HDFC Mid Cap Fund - Growth Option - Direct Plan,HDFC Mutual Fund,mid_cap,2026-08-28,237.066,2026-08-28,12.826248358049842,19.438200832770903,20.986555481053635,15.612435980740113,64.81481481481481,65.21739130434783,95.0,74.03140096618358
